segundo,estado,avg_velocity,min_velocity,max_velocity,vehicles_cruising,vehicles_braking,vehicles_stopped,min_gap,avg_gap
134,RECUPERANDO,29.08,28.5,29.83,20,0,0,64.07,88.08
135,RECUPERANDO,29.08,28.5,29.83,20,0,0,64.19,88.08
136,RECUPERANDO,29.08,28.5,29.83,20,0,0,64.31,88.08
137,RECUPERANDO,29.08,28.51,29.83,20,0,0,64.4,88.08
138,RECUPERANDO,29.08,28.51,29.83,20,0,0,64.44,88.08
139,RECUPERANDO,29.08,28.51,29.83,20,0,0,64.49,88.08
140,RECUPERANDO,29.08,28.52,29.83,20,0,0,64.54,88.08
141,RECUPERANDO,29.09,28.52,29.83,20,0,0,64.59,88.08
142,RECUPERANDO,29.09,28.52,29.83,20,0,0,64.65,88.08
143,RECUPERANDO,29.09,28.53,29.82,20,0,0,64.7,88.08
144,RECUPERANDO,29.09,28.53,29.82,20,0,0,64.76,88.08
145,RECUPERANDO,29.09,28.54,29.82,20,0,0,64.82,88.08
146,RECUPERANDO,29.09,28.54,29.82,20,0,0,64.88,88.08
147,RECUPERANDO,29.09,28.54,29.82,20,0,0,64.95,88.08
148,RECUPERANDO,29.09,28.55,29.82,20,0,0,65.01,88.08
149,RECUPERANDO,29.09,28.55,29.82,19,0,0,65.08,88.08
150,RECUPERANDO,29.09,28.55,29.82,19,0,0,65.15,88.08
151,RECUPERANDO,29.09,28.56,29.82,19,0,0,65.22,88.08
152,RECUPERANDO,29.09,28.56,29.82,19,0,0,65.29,88.08
153,RECUPERANDO,29.09,28.57,29.82,19,0,0,65.36,88.08
154,RECUPERANDO,29.09,28.57,29.81,19,0,0,65.44,88.08
155,RECUPERANDO,29.09,28.57,29.81,19,0,0,65.51,88.08
156,RECUPERANDO,29.09,28.58,29.81,19,0,0,65.59,88.08
157,RECUPERANDO,29.09,28.58,29.81,19,0,0,65.67,88.08
158,RECUPERANDO,29.09,28.58,29.81,19,0,0,65.75,88.08
159,RECUPERANDO,29.09,28.58,29.81,19,0,0,65.83,88.08
160,RECUPERANDO,29.09,28.59,29.81,19,0,0,65.91,88.08
161,RECUPERANDO,29.1,28.59,29.81,19,0,0,65.99,88.08
162,RECUPERANDO,29.1,28.59,29.81,19,0,0,66.08,88.08
163,RECUPERANDO,29.1,28.59,29.8,19,0,0,66.16,88.08
164,RECUPERANDO,29.1,28.59,29.8,19,0,0,66.25,88.08
165,RECUPERANDO,29.1,28.59,29.8,19,0,0,66.33,88.08
166,RECUPERANDO,29.1,28.6,29.8,19,0,0,66.42,88.08
167,RECUPERANDO,29.1,28.6,29.8,19,0,0,66.51,88.08
168,RECUPERANDO,29.1,28.6,29.8,20,0,0,66.6,88.08
169,RECUPERANDO,29.1,28.6,29.8,20,0,0,66.69,88.08
170,RECUPERANDO,29.1,28.61,29.8,20,0,0,66.74,88.08
171,RECUPERANDO,29.1,28.61,29.8,20,0,0,66.78,88.08
172,RECUPERANDO,29.1,28.61,29.79,20,0,0,66.81,88.08
173,RECUPERANDO,29.1,28.61,29.79,20,0,0,66.85,88.08
174,RECUPERANDO,29.1,28.61,29.79,20,0,0,66.88,88.08
175,RECUPERANDO,29.1,28.62,29.79,20,0,0,66.92,88.08
176,RECUPERANDO,29.1,28.62,29.79,20,0,0,66.96,88.08
177,RECUPERANDO,29.1,28.62,29.79,20,0,0,67.01,88.08
178,RECUPERANDO,29.1,28.62,29.79,20,0,0,67.05,88.08
179,RECUPERANDO,29.1,28.63,29.79,20,0,0,67.09,88.08
180,RECUPERANDO,29.1,28.63,29.79,20,0,0,67.14,88.08
181,RECUPERANDO,29.1,28.63,29.78,20,0,0,67.19,88.08
182,RECUPERANDO,29.1,28.63,29.78,19,0,0,67.24,88.08
183,RECUPERANDO,29.1,28.64,29.78,19,0,0,67.29,88.08
184,RECUPERANDO,29.1,28.64,29.78,19,0,0,67.34,88.08
185,RECUPERANDO,29.11,28.64,29.78,19,0,0,67.39,88.08
186,RECUPERANDO,29.11,28.65,29.78,19,0,0,67.45,88.08
187,RECUPERANDO,29.11,28.65,29.78,19,0,0,67.5,88.08
188,RECUPERANDO,29.11,28.65,29.78,19,0,0,67.56,88.08
189,RECUPERANDO,29.11,28.65,29.77,19,0,0,67.62,88.08
190,RECUPERANDO,29.11,28.66,29.77,19,0,0,67.67,88.08
191,RECUPERANDO,29.11,28.66,29.77,19,0,0,67.73,88.08
192,RECUPERANDO,29.11,28.66,29.77,19,0,0,67.79,88.08
193,RECUPERANDO,29.11,28.66,29.77,19,0,0,67.86,88.08
194,RECUPERANDO,29.11,28.66,29.77,19,0,0,67.92,88.08
195,RECUPERANDO,29.11,28.66,29.77,19,0,0,67.98,88.08
196,RECUPERANDO,29.11,28.66,29.76,19,0,0,68.05,88.08
197,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.11,88.08
198,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.18,88.08
199,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.24,88.08
200,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.31,88.08
201,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.38,88.08
202,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.45,88.08
203,RECUPERANDO,29.11,28.67,29.76,19,0,0,68.52,88.08
204,RECUPERANDO,29.11,28.68,29.75,19,0,0,68.58,88.08
205,RECUPERANDO,29.11,28.68,29.75,19,0,0,68.61,88.08
206,RECUPERANDO,29.11,28.68,29.75,19,0,0,68.63,88.08
207,RECUPERANDO,29.11,28.68,29.75,20,0,0,68.66,88.08
208,RECUPERANDO,29.11,28.68,29.75,20,0,0,68.69,88.08
209,RECUPERANDO,29.11,28.68,29.75,20,0,0,68.71,88.08
210,RECUPERANDO,29.11,28.69,29.75,20,0,0,68.74,88.08
211,RECUPERANDO,29.11,28.69,29.74,20,0,0,68.78,88.08
212,RECUPERANDO,29.11,28.69,29.74,20,0,0,68.81,88.08
213,RECUPERANDO,29.11,28.69,29.74,20,0,0,68.84,88.08
214,RECUPERANDO,29.12,28.69,29.74,20,0,0,68.88,88.08
215,RECUPERANDO,29.12,28.7,29.74,20,0,0,68.91,88.08
216,RECUPERANDO,29.12,28.7,29.74,20,0,0,68.95,88.08
217,RECUPERANDO,29.12,28.7,29.74,19,0,0,68.99,88.08
218,RECUPERANDO,29.12,28.7,29.73,19,0,0,69.03,88.08
219,RECUPERANDO,29.12,28.7,29.73,19,0,0,69.07,88.08
220,RECUPERANDO,29.12,28.7,29.73,19,0,0,69.11,88.08
221,RECUPERANDO,29.12,28.71,29.73,19,0,0,69.15,88.08
222,RECUPERANDO,29.12,28.71,29.73,19,0,0,69.19,88.08
223,RECUPERANDO,29.12,28.71,29.73,19,0,0,69.24,88.08
224,RECUPERANDO,29.12,28.71,29.72,19,0,0,69.28,88.08
225,RECUPERANDO,29.12,28.72,29.72,19,0,0,69.33,88.08
226,RECUPERANDO,29.12,28.72,29.72,19,0,0,69.37,88.08
227,RECUPERANDO,29.12,28.72,29.72,19,0,0,69.42,88.08
228,RECUPERANDO,29.12,28.72,29.72,19,0,0,69.47,88.08
229,RECUPERANDO,29.12,28.72,29.72,19,0,0,69.52,88.08
230,RECUPERANDO,29.12,28.72,29.72,19,0,0,69.57,88.08
231,RECUPERANDO,29.12,28.72,29.71,19,0,0,69.62,88.08
232,RECUPERANDO,29.12,28.72,29.71,19,0,0,69.67,88.08
233,RECUPERANDO,29.12,28.72,29.71,19,0,0,69.72,88.08
234,RECUPERANDO,29.12,28.72,29.71,19,0,0,69.77,88.08
235,RECUPERANDO,29.12,28.73,29.71,19,0,0,69.83,88.08
236,RECUPERANDO,29.12,28.73,29.71,19,0,0,69.88,88.08
237,RECUPERANDO,29.12,28.73,29.7,19,0,0,69.93,88.08
238,RECUPERANDO,29.12,28.73,29.7,19,0,0,69.99,88.08
239,RECUPERANDO,29.12,28.73,29.7,19,0,0,70.04,88.08
240,RECUPERANDO,29.12,28.73,29.7,19,0,0,70.1,88.08
241,RECUPERANDO,29.12,28.73,29.7,19,0,0,70.12,88.08
242,RECUPERANDO,29.12,28.73,29.7,19,0,0,70.14,88.08
243,RECUPERANDO,29.12,28.73,29.69,19,0,0,70.16,88.08
244,RECUPERANDO,29.12,28.74,29.69,19,0,0,70.18,88.08
245,RECUPERANDO,29.12,28.74,29.69,20,0,0,70.2,88.08
246,RECUPERANDO,29.12,28.74,29.69,20,0,0,70.22,88.08
247,RECUPERANDO,29.12,28.74,29.69,20,0,0,70.25,88.08
248,RECUPERANDO,29.12,28.74,29.68,20,0,0,70.27,88.08
249,RECUPERANDO,29.13,28.74,29.68,20,0,0,70.3,88.08
250,RECUPERANDO,29.13,28.74,29.68,20,0,0,70.33,88.08
251,RECUPERANDO,29.13,28.75,29.68,20,0,0,70.35,88.08
252,RECUPERANDO,29.13,28.75,29.68,20,0,0,70.38,88.08
253,RECUPERANDO,29.13,28.75,29.68,20,0,0,70.41,88.08
254,RECUPERANDO,29.13,28.75,29.67,19,0,0,70.44,88.08
255,RECUPERANDO,29.13,28.75,29.67,19,0,0,70.48,88.08
256,RECUPERANDO,29.13,28.75,29.67,19,0,0,70.51,88.08
257,RECUPERANDO,29.13,28.75,29.67,19,0,0,70.54,88.08
258,RECUPERANDO,29.13,28.76,29.67,19,0,0,70.58,88.08
259,RECUPERANDO,29.13,28.76,29.66,19,0,0,70.61,88.08
260,RECUPERANDO,29.13,28.76,29.66,19,0,0,70.65,88.08
261,RECUPERANDO,29.13,28.76,29.66,19,0,0,70.68,88.08
262,RECUPERANDO,29.13,28.76,29.66,19,0,0,70.72,88.08
263,RECUPERANDO,29.13,28.76,29.66,19,0,0,70.76,88.08
264,RECUPERANDO,29.13,28.76,29.66,19,0,0,70.8,88.08
265,RECUPERANDO,29.13,28.77,29.65,19,0,0,70.84,88.08
266,RECUPERANDO,29.13,28.77,29.65,19,0,0,70.88,88.08
267,RECUPERANDO,29.13,28.77,29.65,19,0,0,70.92,88.08
268,RECUPERANDO,29.13,28.77,29.65,19,0,0,70.96,88.08
269,RECUPERANDO,29.13,28.77,29.65,19,0,0,71.0,88.08
270,RECUPERANDO,29.13,28.77,29.64,19,0,0,71.04,88.08
271,RECUPERANDO,29.13,28.77,29.64,19,0,0,71.08,88.08
272,RECUPERANDO,29.13,28.77,29.64,19,0,0,71.13,88.08
273,RECUPERANDO,29.13,28.77,29.64,19,0,0,71.17,88.08
274,RECUPERANDO,29.13,28.77,29.64,19,0,0,71.22,88.08
275,RECUPERANDO,29.13,28.77,29.63,19,0,0,71.26,88.08
276,RECUPERANDO,29.13,28.77,29.63,19,0,0,71.31,88.08
277,RECUPERANDO,29.13,28.77,29.63,19,0,0,71.35,88.08
278,RECUPERANDO,29.13,28.77,29.63,19,0,0,71.37,88.08
279,RECUPERANDO,29.13,28.78,29.63,19,0,0,71.38,88.08
280,RECUPERANDO,29.13,28.78,29.62,19,0,0,71.4,88.08
281,RECUPERANDO,29.13,28.78,29.62,19,0,0,71.42,88.08
282,RECUPERANDO,29.13,28.78,29.62,19,0,0,71.44,88.08
283,RECUPERANDO,29.13,28.78,29.62,20,0,0,71.46,88.08
284,RECUPERANDO,29.13,28.78,29.62,20,0,0,71.47,88.08
285,RECUPERANDO,29.13,28.78,29.62,20,0,0,71.5,88.08
286,RECUPERANDO,29.13,28.78,29.62,20,0,0,71.52,88.08
287,RECUPERANDO,29.13,28.78,29.62,20,0,0,71.54,88.08
288,RECUPERANDO,29.13,28.78,29.62,20,0,0,71.56,88.08
289,RECUPERANDO,29.13,28.79,29.62,20,0,0,71.58,88.08
290,RECUPERANDO,29.13,28.79,29.62,20,0,0,71.61,88.08
291,RECUPERANDO,29.13,28.79,29.62,20,0,0,71.63,88.08
292,RECUPERANDO,29.13,28.79,29.62,20,0,0,71.66,88.08
293,RECUPERANDO,29.13,28.79,29.62,19,0,0,71.69,88.08
294,RECUPERANDO,29.14,28.79,29.62,19,0,0,71.71,88.08
295,RECUPERANDO,29.14,28.79,29.62,19,0,0,71.74,88.08
296,RECUPERANDO,29.14,28.79,29.62,19,0,0,71.77,88.08
297,RECUPERANDO,29.14,28.8,29.62,19,0,0,71.8,88.08
298,RECUPERANDO,29.14,28.8,29.62,19,0,0,71.83,88.08
299,RECUPERANDO,29.14,28.8,29.62,19,0,0,71.86,88.08
300,RECUPERANDO,29.14,28.8,29.61,19,0,0,71.89,88.08
