segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
71,RECUPERANDO,19,3,0,8,23.78,21.92
72,RECUPERANDO,19,3,0,8,23.79,21.94
73,RECUPERANDO,19,3,0,8,23.79,21.97
74,RECUPERANDO,19,3,0,8,23.79,22.0
75,RECUPERANDO,19,3,0,8,23.8,22.03
76,RECUPERANDO,19,3,0,8,23.8,22.06
77,RECUPERANDO,20,3,0,7,23.8,22.08
78,RECUPERANDO,20,3,0,7,23.81,22.11
79,RECUPERANDO,20,2,0,8,23.81,22.14
80,RECUPERANDO,20,2,0,8,23.81,22.17
81,RECUPERANDO,20,2,0,8,23.82,22.19
82,RECUPERANDO,20,2,0,8,23.82,22.22
83,RECUPERANDO,20,2,0,8,23.82,22.25
84,RECUPERANDO,20,2,0,8,23.83,22.26
85,RECUPERANDO,20,2,0,8,23.83,22.27
86,RECUPERANDO,19,3,0,8,23.83,22.28
87,RECUPERANDO,19,3,0,8,23.83,22.29
88,RECUPERANDO,19,3,0,8,23.84,22.31
89,RECUPERANDO,19,3,0,8,23.84,22.32
90,RECUPERANDO,19,3,0,8,23.84,22.33
91,RECUPERANDO,19,3,0,8,23.84,22.35
92,RECUPERANDO,19,3,0,8,23.84,22.36
93,RECUPERANDO,19,3,0,8,23.85,22.38
94,RECUPERANDO,19,3,0,8,23.85,22.4
95,RECUPERANDO,19,3,0,8,23.85,22.41
96,RECUPERANDO,19,3,0,8,23.85,22.43
97,RECUPERANDO,19,3,0,8,23.86,22.45
98,RECUPERANDO,19,3,0,8,23.86,22.46
99,RECUPERANDO,19,2,0,9,23.86,22.48
100,RECUPERANDO,19,2,0,9,23.86,22.5
101,RECUPERANDO,19,2,0,9,23.86,22.51
102,RECUPERANDO,19,2,0,9,23.86,22.53
103,RECUPERANDO,19,2,0,9,23.87,22.55
104,RECUPERANDO,19,2,0,9,23.87,22.56
105,RECUPERANDO,18,3,0,9,23.87,22.56
106,RECUPERANDO,18,3,0,9,23.87,22.57
107,RECUPERANDO,18,3,0,9,23.87,22.58
108,RECUPERANDO,18,3,0,9,23.88,22.58
109,RECUPERANDO,18,3,0,9,23.88,22.59
110,RECUPERANDO,19,3,0,8,23.88,22.6
111,RECUPERANDO,19,3,0,8,23.88,22.61
112,RECUPERANDO,19,3,0,8,23.88,22.62
113,RECUPERANDO,19,3,0,8,23.88,22.63
114,RECUPERANDO,19,3,0,8,23.89,22.64
115,RECUPERANDO,19,3,0,8,23.89,22.65
116,RECUPERANDO,19,3,0,8,23.89,22.66
117,RECUPERANDO,19,3,0,8,23.89,22.67
118,RECUPERANDO,19,3,0,8,23.89,22.68
119,RECUPERANDO,19,3,0,8,23.89,22.7
120,RECUPERANDO,19,3,0,8,23.89,22.71
121,RECUPERANDO,19,2,0,9,23.9,22.72
122,RECUPERANDO,19,2,0,9,23.9,22.73
123,RECUPERANDO,19,2,0,9,23.9,22.74
124,RECUPERANDO,19,2,0,9,23.9,22.75
125,RECUPERANDO,18,3,0,9,23.9,22.76
126,RECUPERANDO,18,3,0,9,23.9,22.77
127,RECUPERANDO,18,3,0,9,23.9,22.77
128,RECUPERANDO,18,3,0,9,23.9,22.78
129,RECUPERANDO,18,3,0,9,23.91,22.78
130,RECUPERANDO,18,3,0,9,23.91,22.79
131,RECUPERANDO,18,3,0,9,23.91,22.79
132,RECUPERANDO,18,3,0,9,23.91,22.8
133,RECUPERANDO,18,3,0,9,23.91,22.81
134,RECUPERANDO,18,3,0,9,23.91,22.81
135,RECUPERANDO,18,3,0,9,23.91,22.82
136,RECUPERANDO,18,3,0,9,23.91,22.83
137,RECUPERANDO,18,3,0,9,23.92,22.83
138,RECUPERANDO,18,3,0,9,23.92,22.84
139,RECUPERANDO,18,3,0,9,23.92,22.85
140,RECUPERANDO,18,3,0,9,23.92,22.86
141,RECUPERANDO,18,3,0,9,23.92,22.87
142,RECUPERANDO,18,3,0,9,23.92,22.87
143,RECUPERANDO,19,3,0,8,23.92,22.88
144,RECUPERANDO,19,2,0,9,23.92,22.89
145,RECUPERANDO,19,2,0,9,23.92,22.9
146,RECUPERANDO,18,3,0,9,23.93,22.91
147,RECUPERANDO,18,3,0,9,23.93,22.91
148,RECUPERANDO,18,3,0,9,23.93,22.92
149,RECUPERANDO,18,3,0,9,23.93,22.93
150,RECUPERANDO,18,3,0,9,23.93,22.93
151,RECUPERANDO,18,3,0,9,23.93,22.93
