segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
63,RECUPERANDO,25,1,0,4,19.37,17.99
64,RECUPERANDO,25,1,0,4,19.37,18.0
65,RECUPERANDO,25,1,0,4,19.37,18.02
66,RECUPERANDO,25,1,0,4,19.38,18.04
67,RECUPERANDO,25,1,0,4,19.38,18.05
68,RECUPERANDO,25,1,0,4,19.38,18.07
69,RECUPERANDO,25,1,0,4,19.38,18.09
70,RECUPERANDO,25,1,0,4,19.38,18.11
71,RECUPERANDO,25,1,0,4,19.39,18.13
72,RECUPERANDO,25,1,0,4,19.39,18.14
73,RECUPERANDO,25,1,0,4,19.39,18.16
74,RECUPERANDO,25,1,0,4,19.39,18.18
75,RECUPERANDO,25,1,0,4,19.39,18.2
76,RECUPERANDO,25,1,0,4,19.39,18.22
77,RECUPERANDO,25,1,0,4,19.4,18.23
78,RECUPERANDO,25,1,0,4,19.4,18.25
79,RECUPERANDO,25,1,0,4,19.4,18.27
80,RECUPERANDO,25,1,0,4,19.4,18.28
81,RECUPERANDO,25,1,0,4,19.4,18.3
82,RECUPERANDO,25,1,0,4,19.4,18.32
83,RECUPERANDO,25,1,0,4,19.4,18.33
84,RECUPERANDO,25,1,0,4,19.41,18.35
85,RECUPERANDO,26,0,0,4,19.41,18.36
86,RECUPERANDO,25,1,0,4,19.41,18.38
87,RECUPERANDO,25,1,0,4,19.41,18.39
88,RECUPERANDO,25,1,0,4,19.41,18.41
89,RECUPERANDO,25,1,0,4,19.41,18.42
90,RECUPERANDO,25,1,0,4,19.41,18.42
91,RECUPERANDO,25,1,0,4,19.41,18.43
92,RECUPERANDO,25,1,0,4,19.41,18.43
93,RECUPERANDO,25,1,0,4,19.42,18.44
94,RECUPERANDO,25,1,0,4,19.42,18.44
95,RECUPERANDO,25,1,0,4,19.42,18.45
96,RECUPERANDO,25,1,0,4,19.42,18.46
97,RECUPERANDO,25,1,0,4,19.42,18.46
98,RECUPERANDO,25,1,0,4,19.42,18.47
99,RECUPERANDO,25,1,0,4,19.42,18.48
100,RECUPERANDO,25,1,0,4,19.42,18.48
101,RECUPERANDO,25,1,0,4,19.42,18.49
102,RECUPERANDO,25,1,0,4,19.42,18.5
103,RECUPERANDO,25,1,0,4,19.42,18.51
104,RECUPERANDO,25,1,0,4,19.43,18.51
105,RECUPERANDO,25,1,0,4,19.43,18.52
106,RECUPERANDO,25,1,0,4,19.43,18.53
107,RECUPERANDO,25,1,0,4,19.43,18.54
108,RECUPERANDO,25,1,0,4,19.43,18.54
109,RECUPERANDO,25,1,0,4,19.43,18.55
110,RECUPERANDO,26,1,0,3,19.43,18.56
111,RECUPERANDO,26,1,0,3,19.43,18.57
112,RECUPERANDO,26,1,0,3,19.43,18.58
113,RECUPERANDO,26,1,0,3,19.43,18.58
114,RECUPERANDO,26,1,0,3,19.43,18.59
115,RECUPERANDO,26,1,0,3,19.43,18.6
116,RECUPERANDO,26,1,0,3,19.43,18.61
117,RECUPERANDO,26,1,0,3,19.44,18.62
118,RECUPERANDO,26,1,0,3,19.44,18.62
119,RECUPERANDO,26,1,0,3,19.44,18.63
120,RECUPERANDO,26,1,0,3,19.44,18.64
121,RECUPERANDO,26,0,0,4,19.44,18.65
122,RECUPERANDO,26,0,0,4,19.44,18.65
123,RECUPERANDO,26,0,0,4,19.44,18.66
124,RECUPERANDO,26,0,0,4,19.44,18.67
125,RECUPERANDO,25,1,0,4,19.44,18.68
126,RECUPERANDO,25,1,0,4,19.44,18.68
127,RECUPERANDO,25,1,0,4,19.44,18.68
128,RECUPERANDO,25,1,0,4,19.44,18.68
129,RECUPERANDO,25,1,0,4,19.44,18.68
130,RECUPERANDO,25,1,0,4,19.44,18.69
131,RECUPERANDO,25,1,0,4,19.44,18.69
132,RECUPERANDO,25,1,0,4,19.44,18.69
133,RECUPERANDO,25,1,0,4,19.44,18.7
134,RECUPERANDO,26,1,0,3,19.45,18.7
135,RECUPERANDO,26,1,0,3,19.45,18.7
136,RECUPERANDO,26,1,0,3,19.45,18.71
137,RECUPERANDO,26,1,0,3,19.45,18.71
138,RECUPERANDO,26,1,0,3,19.45,18.71
139,RECUPERANDO,26,1,0,3,19.45,18.72
140,RECUPERANDO,26,1,0,3,19.45,18.72
141,RECUPERANDO,26,1,0,3,19.45,18.72
142,RECUPERANDO,26,1,0,3,19.45,18.73
143,RECUPERANDO,26,1,0,3,19.45,18.73
144,RECUPERANDO,26,1,0,3,19.45,18.74
145,RECUPERANDO,26,1,0,3,19.45,18.74
146,RECUPERANDO,26,1,0,3,19.45,18.75
147,RECUPERANDO,26,1,0,3,19.45,18.75
148,RECUPERANDO,26,1,0,3,19.45,18.75
149,RECUPERANDO,26,1,0,3,19.45,18.76
150,RECUPERANDO,26,1,0,3,19.45,18.76
151,RECUPERANDO,26,1,0,3,19.45,18.77
