segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
42,RECUPERANDO,0,25,9,4,17.72,1.7
43,RECUPERANDO,0,25,8,5,17.73,1.73
44,RECUPERANDO,0,24,9,5,17.74,1.78
45,RECUPERANDO,0,24,8,6,17.75,2.09
46,RECUPERANDO,0,24,8,6,17.76,1.97
47,RECUPERANDO,0,23,9,6,17.78,2.13
48,RECUPERANDO,0,23,8,7,17.8,2.28
49,RECUPERANDO,1,23,8,6,17.82,2.26
50,RECUPERANDO,1,22,8,7,17.84,2.51
51,RECUPERANDO,1,22,8,7,17.87,2.52
52,RECUPERANDO,1,21,9,7,17.89,2.6
53,RECUPERANDO,1,21,8,8,17.92,2.91
54,RECUPERANDO,1,21,8,8,17.95,2.81
55,RECUPERANDO,1,20,8,9,17.98,2.99
56,RECUPERANDO,1,20,8,9,18.01,3.14
57,RECUPERANDO,1,20,8,9,18.03,3.15
58,RECUPERANDO,1,19,8,10,18.07,3.4
59,RECUPERANDO,1,19,8,10,18.1,3.43
60,RECUPERANDO,1,18,8,11,18.13,3.52
61,RECUPERANDO,1,18,8,11,18.16,3.84
62,RECUPERANDO,1,18,8,11,18.19,3.76
63,RECUPERANDO,2,17,8,11,18.22,3.94
64,RECUPERANDO,2,17,8,11,18.26,4.13
65,RECUPERANDO,2,17,7,12,18.29,4.14
66,RECUPERANDO,2,16,8,12,18.32,4.38
67,RECUPERANDO,2,16,8,12,18.36,4.47
68,RECUPERANDO,2,16,7,13,18.39,4.55
69,RECUPERANDO,2,15,8,13,18.43,4.84
70,RECUPERANDO,2,15,7,14,18.46,4.84
71,RECUPERANDO,2,15,7,14,18.5,4.98
72,RECUPERANDO,2,14,7,15,18.53,5.28
73,RECUPERANDO,2,14,7,15,18.57,5.25
74,RECUPERANDO,2,14,7,15,18.6,5.44
75,RECUPERANDO,2,13,7,16,18.64,5.66
76,RECUPERANDO,2,13,7,16,18.68,5.69
77,RECUPERANDO,2,13,6,17,18.71,5.92
78,RECUPERANDO,2,12,7,17,18.75,6.07
79,RECUPERANDO,2,12,7,17,18.79,6.15
80,RECUPERANDO,2,12,6,18,18.83,6.42
81,RECUPERANDO,2,11,7,18,18.86,6.51
82,RECUPERANDO,2,11,6,19,18.9,6.63
83,RECUPERANDO,2,11,6,19,18.94,6.92
84,RECUPERANDO,2,10,7,19,18.98,6.98
85,RECUPERANDO,2,10,6,20,19.02,7.13
86,RECUPERANDO,2,10,6,20,19.06,7.44
87,RECUPERANDO,2,9,6,21,19.09,7.47
88,RECUPERANDO,2,9,6,21,19.13,7.64
89,RECUPERANDO,2,9,5,22,19.17,7.97
90,RECUPERANDO,2,8,6,22,19.21,7.98
91,RECUPERANDO,2,8,6,22,19.25,8.16
92,RECUPERANDO,2,8,5,23,19.29,8.47
93,RECUPERANDO,2,7,6,23,19.33,8.5
94,RECUPERANDO,2,7,5,24,19.36,8.7
95,RECUPERANDO,2,7,5,24,19.4,9.0
96,RECUPERANDO,2,7,5,24,19.44,9.04
97,RECUPERANDO,2,6,5,25,19.48,9.24
98,RECUPERANDO,2,6,5,25,19.52,9.55
99,RECUPERANDO,2,6,4,26,19.56,9.59
100,RECUPERANDO,2,5,5,26,19.6,9.78
101,RECUPERANDO,2,5,4,27,19.63,10.1
102,RECUPERANDO,2,5,4,27,19.67,10.15
103,RECUPERANDO,2,5,4,27,19.71,10.33
104,RECUPERANDO,2,4,4,28,19.75,10.63
105,RECUPERANDO,2,4,4,28,19.79,10.72
106,RECUPERANDO,2,4,3,29,19.83,10.89
107,RECUPERANDO,3,4,3,28,19.87,11.16
108,RECUPERANDO,3,3,3,29,19.91,11.31
109,RECUPERANDO,3,3,3,29,19.95,11.44
110,RECUPERANDO,3,3,3,29,20.0,11.69
111,RECUPERANDO,3,3,2,30,20.04,11.9
112,RECUPERANDO,3,3,2,30,20.1,12.01
113,RECUPERANDO,3,3,1,31,20.15,12.22
114,RECUPERANDO,3,2,1,32,20.22,12.5
115,RECUPERANDO,3,2,0,33,20.28,12.57
116,RECUPERANDO,3,2,0,33,20.35,12.74
117,RECUPERANDO,3,2,0,33,20.42,13.0
118,RECUPERANDO,3,1,0,34,20.5,13.14
119,RECUPERANDO,2,2,0,34,20.57,13.27
120,RECUPERANDO,2,2,0,34,20.65,13.48
121,RECUPERANDO,2,1,0,35,20.72,13.72
122,RECUPERANDO,2,1,0,35,20.8,13.8
123,RECUPERANDO,2,1,0,35,20.87,13.96
124,RECUPERANDO,2,1,0,35,20.94,14.18
125,RECUPERANDO,2,1,0,35,21.0,14.45
126,RECUPERANDO,2,1,0,35,21.07,14.75
127,RECUPERANDO,2,1,0,35,21.13,15.08
128,RECUPERANDO,2,1,0,35,21.18,15.41
129,RECUPERANDO,1,2,0,35,21.23,15.75
130,RECUPERANDO,1,2,0,35,21.28,16.09
131,RECUPERANDO,1,2,0,35,21.32,16.42
132,RECUPERANDO,0,3,0,35,21.37,16.73
133,RECUPERANDO,0,3,0,35,21.4,17.03
134,RECUPERANDO,0,3,0,35,21.44,17.31
135,RECUPERANDO,0,4,0,34,21.47,17.57
136,RECUPERANDO,0,4,0,34,21.5,17.8
137,RECUPERANDO,0,4,0,34,21.52,18.02
138,RECUPERANDO,0,4,0,34,21.54,18.22
139,RECUPERANDO,0,4,0,34,21.57,18.39
140,RECUPERANDO,0,4,0,34,21.59,18.55
141,RECUPERANDO,0,4,0,34,21.6,18.7
142,RECUPERANDO,0,4,0,34,21.62,18.83
143,RECUPERANDO,0,4,0,34,21.64,18.95
144,RECUPERANDO,0,4,0,34,21.65,19.05
145,RECUPERANDO,0,4,0,34,21.66,19.15
146,RECUPERANDO,0,4,0,34,21.67,19.23
147,RECUPERANDO,0,4,0,34,21.69,19.31
148,RECUPERANDO,0,4,0,34,21.7,19.38
149,RECUPERANDO,0,4,0,34,21.71,19.44
150,RECUPERANDO,0,4,0,34,21.71,19.5
151,RECUPERANDO,0,5,0,33,21.72,19.56
