segundo,estado_experimento,coches_crucero,coches_frenando,coches_atasco,coches_recuperando,vel_media_sistema,vel_min
129,RECUPERANDO,27,3,0,8,14.06,13.14
130,RECUPERANDO,27,3,0,8,14.06,13.14
131,RECUPERANDO,27,3,0,8,14.06,13.15
132,RECUPERANDO,27,3,0,8,14.06,13.16
133,RECUPERANDO,27,3,0,8,14.06,13.16
134,RECUPERANDO,28,2,0,8,14.06,13.17
135,RECUPERANDO,28,2,0,8,14.06,13.18
136,RECUPERANDO,27,3,0,8,14.06,13.19
137,RECUPERANDO,27,3,0,8,14.07,13.2
138,RECUPERANDO,27,3,0,8,14.07,13.2
139,RECUPERANDO,27,3,0,8,14.07,13.2
140,RECUPERANDO,27,3,0,8,14.07,13.21
141,RECUPERANDO,27,3,0,8,14.07,13.21
142,RECUPERANDO,27,3,0,8,14.07,13.21
143,RECUPERANDO,27,3,0,8,14.07,13.22
144,RECUPERANDO,27,3,0,8,14.07,13.22
145,RECUPERANDO,27,3,0,8,14.07,13.22
146,RECUPERANDO,27,3,0,8,14.07,13.23
147,RECUPERANDO,27,3,0,8,14.07,13.23
148,RECUPERANDO,27,3,0,8,14.07,13.24
149,RECUPERANDO,27,3,0,8,14.07,13.24
150,RECUPERANDO,27,3,0,8,14.07,13.25
151,RECUPERANDO,27,3,0,8,14.08,13.25
