segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_acelerando,coches_decelerando,coches_constante,gap_min,gap_medio,gap_max,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_v_diff
23,DISOLVIENDO,18.77,12.95,19.37,6.42,9.95,672.0,110.4,0,2,0,23,29.45,95.53,244.46,35.6,0,0,1,19.35
24,DISOLVIENDO,18.84,13.99,19.37,5.38,9.95,675.0,110.8,0,2,0,23,32.77,95.53,246.98,36.0,0,0,1,19.35
25,DISOLVIENDO,18.91,14.88,19.37,4.49,9.95,677.0,111.2,0,2,0,23,34.12,95.53,248.63,36.3,0,0,1,19.35
26,DISOLVIENDO,18.97,15.13,19.37,4.24,9.95,679.0,111.6,0,1,0,24,34.49,95.53,249.62,36.6,0,0,1,19.35
27,DISOLVIENDO,19.02,15.44,19.37,3.93,9.95,681.0,111.9,0,1,0,24,35.3,95.53,250.15,36.8,0,0,1,19.35
28,DISOLVIENDO,19.06,15.77,19.37,3.61,9.95,682.0,112.1,0,0,0,25,36.39,95.53,250.33,37.0,0,0,1,19.35
29,DISOLVIENDO,19.09,16.09,19.5,3.41,9.95,684.0,112.3,0,0,0,25,37.61,95.53,250.29,37.2,0,0,1,19.35
30,DISOLVIENDO,19.12,16.39,19.63,3.25,9.95,685.0,112.5,0,0,0,25,38.89,95.53,250.08,37.3,0,0,1,19.35
31,DISOLVIENDO,19.14,16.65,19.72,3.07,9.95,685.0,112.6,0,0,0,25,40.16,95.53,249.77,37.4,0,0,1,19.35
32,DISOLVIENDO,19.16,16.88,19.78,2.9,9.95,686.0,112.7,0,0,0,25,41.4,95.53,249.39,37.5,0,0,1,19.35
33,DISOLVIENDO,19.17,17.08,19.82,2.73,9.95,687.0,112.8,0,0,0,25,42.59,95.53,248.96,37.6,0,0,1,19.35
34,DISOLVIENDO,19.18,17.26,19.85,2.59,9.95,687.0,112.8,0,0,0,25,43.73,95.53,248.5,37.7,0,0,1,19.35
35,DISOLVIENDO,19.19,17.4,19.86,2.46,9.95,687.0,112.9,0,0,0,25,44.82,95.53,248.02,37.7,0,0,1,19.35
36,DISOLVIENDO,19.2,17.53,19.87,2.34,9.95,688.0,112.9,0,0,0,25,45.86,95.53,247.52,37.8,0,0,1,19.35
37,DISOLVIENDO,19.21,17.64,19.88,2.24,9.95,688.0,113.0,0,0,0,25,46.85,95.53,247.01,37.9,0,0,1,19.35
38,DISOLVIENDO,19.21,17.74,19.89,2.15,9.95,688.0,113.0,0,0,0,25,47.8,95.53,246.5,37.9,0,0,1,19.35
39,DISOLVIENDO,19.22,17.83,19.89,2.06,9.95,688.0,113.0,0,0,0,25,48.71,95.53,245.99,38.0,0,0,1,19.35
40,DISOLVIENDO,19.22,17.87,19.89,2.02,9.95,688.0,113.1,0,0,0,25,49.59,95.53,245.47,38.1,0,0,1,19.35
41,DISOLVIENDO,19.23,17.89,19.89,2.0,9.95,688.0,113.1,0,0,0,25,50.43,95.53,244.95,38.1,0,0,1,19.35
42,RECUPERADO,19.23,17.91,19.89,1.98,9.95,689.0,113.1,0,0,0,25,51.25,95.53,244.43,38.2,0,0,1,19.35
43,RECUPERADO,19.23,17.93,19.89,1.96,9.95,689.0,113.1,0,0,0,25,52.01,95.53,243.91,38.2,0,0,1,19.35
44,RECUPERADO,19.24,17.96,19.89,1.93,9.95,689.0,113.2,0,0,0,25,52.18,95.53,243.39,38.3,0,0,1,19.35
45,RECUPERADO,19.24,17.98,19.89,1.91,9.95,689.0,113.2,0,0,0,25,52.38,95.53,242.87,38.4,0,0,1,19.35
46,RECUPERADO,19.24,18.01,19.89,1.89,9.95,689.0,113.2,0,0,0,25,52.61,95.53,242.35,38.4,0,0,1,19.35
