segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_acelerando,coches_decelerando,coches_constante,gap_min,gap_medio,gap_max,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_v_diff
21,DISOLVIENDO,18.29,10.05,19.08,9.03,11.94,786.0,107.6,0,2,1,27,22.92,78.78,216.56,41.8,0,0,1,19.06
22,DISOLVIENDO,18.35,11.32,19.08,7.76,11.94,789.0,108.0,0,2,1,27,24.12,78.78,221.26,42.9,0,0,1,19.06
23,DISOLVIENDO,18.42,11.91,19.08,7.17,11.94,791.0,108.3,0,2,0,28,24.33,78.78,224.6,44.0,0,0,1,19.06
24,DISOLVIENDO,18.48,12.34,19.08,6.74,11.94,794.0,108.7,0,3,0,27,25.43,78.78,226.83,45.0,0,0,1,19.06
25,DISOLVIENDO,18.55,12.94,19.08,6.14,11.94,797.0,109.1,0,3,0,27,27.1,78.78,228.2,45.9,0,0,1,19.06
26,DISOLVIENDO,18.6,13.61,19.08,5.48,11.94,799.0,109.4,0,2,0,28,29.08,78.78,228.92,46.5,0,0,1,19.06
27,DISOLVIENDO,18.65,14.27,19.08,4.81,11.94,801.0,109.7,0,2,0,28,31.17,78.78,229.17,47.0,0,0,1,19.06
28,DISOLVIENDO,18.69,14.9,19.29,4.39,11.94,803.0,110.0,0,2,0,28,33.25,78.78,229.08,47.4,0,0,1,19.06
29,DISOLVIENDO,18.73,15.28,19.48,4.2,11.94,805.0,110.2,0,1,0,29,34.64,78.78,228.77,47.8,0,0,1,19.06
30,DISOLVIENDO,18.76,15.45,19.61,4.16,11.94,806.0,110.3,0,0,0,30,34.99,78.78,228.29,48.2,0,0,1,19.06
31,DISOLVIENDO,18.78,15.66,19.7,4.04,11.94,807.0,110.5,0,0,0,30,35.58,78.78,227.71,48.5,0,0,1,19.06
32,DISOLVIENDO,18.8,15.87,19.75,3.88,11.94,808.0,110.6,0,0,0,30,36.32,78.78,227.07,48.8,0,0,1,19.06
33,DISOLVIENDO,18.82,16.08,19.79,3.71,11.94,809.0,110.7,0,0,0,30,37.14,78.78,226.37,49.0,0,0,1,19.06
34,DISOLVIENDO,18.84,16.28,19.82,3.54,11.94,809.0,110.8,0,0,0,30,38.0,78.78,225.64,49.3,0,0,1,19.06
35,DISOLVIENDO,18.85,16.46,19.83,3.37,11.94,810.0,110.9,0,0,0,30,38.87,78.78,224.9,49.4,0,0,1,19.06
36,DISOLVIENDO,18.86,16.63,19.85,3.22,11.94,810.0,110.9,0,0,0,30,39.72,78.78,224.14,49.6,0,0,1,19.06
37,DISOLVIENDO,18.87,16.78,19.85,3.07,11.94,811.0,111.0,0,0,0,30,40.56,78.78,223.37,49.8,0,0,1,19.06
38,DISOLVIENDO,18.88,16.91,19.86,2.94,11.94,811.0,111.0,0,0,0,30,41.37,78.78,222.59,49.9,0,0,1,19.06
39,DISOLVIENDO,18.88,17.03,19.86,2.82,11.94,811.0,111.1,0,0,0,30,42.15,78.78,221.82,50.1,0,0,1,19.06
40,DISOLVIENDO,18.89,17.14,19.86,2.72,11.94,812.0,111.1,0,0,0,30,42.91,78.78,221.04,50.2,0,0,1,19.06
41,DISOLVIENDO,18.89,17.18,19.86,2.68,11.94,812.0,111.1,0,0,0,30,43.64,78.78,220.26,50.4,0,0,1,19.06
42,DISOLVIENDO,18.9,17.22,19.86,2.65,11.94,812.0,111.2,0,0,0,30,44.35,78.78,219.48,50.5,0,0,1,19.06
43,DISOLVIENDO,18.9,17.25,19.86,2.61,11.94,812.0,111.2,0,0,0,30,44.87,78.78,218.7,50.6,0,0,1,19.06
44,DISOLVIENDO,18.91,17.29,19.86,2.57,11.94,812.0,111.2,0,0,0,30,45.05,78.78,217.92,50.8,0,0,1,19.06
45,DISOLVIENDO,18.91,17.32,19.86,2.54,11.94,813.0,111.2,0,0,0,30,45.26,78.78,217.14,50.9,0,0,1,19.06
46,DISOLVIENDO,18.91,17.36,19.86,2.5,11.94,813.0,111.3,0,0,0,30,45.51,78.78,216.37,51.0,0,0,1,19.06
47,DISOLVIENDO,18.92,17.4,19.86,2.46,11.94,813.0,111.3,0,0,0,30,45.77,78.78,215.59,51.2,0,0,1,19.06
48,DISOLVIENDO,18.92,17.44,19.86,2.42,11.94,813.0,111.3,0,0,0,30,46.06,78.78,214.82,51.3,0,0,1,19.06
49,DISOLVIENDO,18.92,17.47,19.86,2.38,11.94,813.0,111.3,0,0,0,30,46.36,78.78,214.04,51.4,0,0,1,19.06
50,DISOLVIENDO,18.92,17.51,19.85,2.34,11.94,813.0,111.3,0,0,0,30,46.67,78.78,213.27,51.5,0,0,1,19.06
51,DISOLVIENDO,18.93,17.55,19.85,2.3,11.94,813.0,111.3,0,0,0,30,47.0,78.78,212.49,51.6,0,0,1,19.06
52,DISOLVIENDO,18.93,17.58,19.85,2.27,11.94,813.0,111.3,0,0,0,30,47.33,78.78,211.72,51.7,0,0,1,19.06
53,DISOLVIENDO,18.93,17.62,19.85,2.23,11.94,814.0,111.4,0,0,0,30,47.66,78.78,210.95,51.8,0,0,1,19.06
54,DISOLVIENDO,18.93,17.66,19.85,2.19,11.94,814.0,111.4,0,0,0,30,48.0,78.78,210.18,51.9,0,0,1,19.06
55,DISOLVIENDO,18.94,17.69,19.85,2.16,11.94,814.0,111.4,0,0,0,30,48.35,78.78,209.41,52.0,0,0,1,19.06
56,DISOLVIENDO,18.94,17.72,19.85,2.12,11.94,814.0,111.4,0,0,0,30,48.7,78.78,208.65,52.1,0,0,1,19.06
57,DISOLVIENDO,18.94,17.76,19.85,2.09,11.94,814.0,111.4,0,0,0,30,49.05,78.78,207.88,52.2,0,0,1,19.06
58,DISOLVIENDO,18.94,17.79,19.85,2.06,11.94,814.0,111.4,0,0,0,30,49.4,78.78,207.11,52.3,0,0,1,19.06
59,DISOLVIENDO,18.94,17.82,19.84,2.03,11.94,814.0,111.4,0,0,0,30,49.74,78.78,206.35,52.4,0,0,1,19.06
60,DISOLVIENDO,18.94,17.84,19.84,2.01,11.94,814.0,111.4,0,0,0,30,50.09,78.78,205.59,52.5,0,0,1,19.06
61,RECUPERADO,18.95,17.84,19.84,2.0,11.94,814.0,111.4,0,0,0,30,50.44,78.78,204.82,52.6,0,0,1,19.06
62,RECUPERADO,18.95,17.85,19.84,1.99,11.94,814.0,111.5,0,0,0,30,50.79,78.78,204.06,52.7,0,0,1,19.06
63,RECUPERADO,18.95,17.86,19.84,1.98,11.94,814.0,111.5,0,0,0,30,51.05,78.78,203.3,52.8,0,0,1,19.06
64,RECUPERADO,18.95,17.87,19.84,1.97,11.94,814.0,111.5,0,0,0,30,51.14,78.78,202.54,52.8,0,0,1,19.06
65,RECUPERADO,18.95,17.89,19.84,1.95,11.94,814.0,111.5,0,0,0,30,51.23,78.78,201.79,52.9,0,0,1,19.06
66,RECUPERADO,18.95,17.9,19.84,1.94,11.94,814.0,111.5,0,0,0,30,51.34,78.78,201.03,53.0,0,0,1,19.06
